id,annee,sexe,age,tranche_age,annee_naissance,categorie_socioprofessionnelle,region,niveau_etudes,origine,salaire_annuel_brut
1492,2017,Femme,78,65+,1939,Sans activité professionnelle,Auvergne-Rhône-Alpes,CAP ou BEP,Amérique et Océanie,31737
1493,2017,Homme,67,65+,1950,Ouvriers,Île-de-France,Bac+5 (Master),Amérique et Océanie,37045
1494,2017,Femme,23,18-24,1994,Retraités,Bourgogne-Franche-Comté,CAP ou BEP,Afrique Subsaharienne,30450
1495,2017,Femme,63,55-65,1954,Cadres et professions intellectuelles supérieures,Provence-Alpes-Côte d'Azur,Baccalauréat,France métropolitaine,24593
1496,2017,Femme,54,45-54,1963,Agriculteurs exploitants,Hauts-de-France,Bac+5 (Master),Amérique et Océanie,27472
1497,2017,Femme,37,35-44,1980,Cadres et professions intellectuelles supérieures,Corse,Bac+5 (Master),Afrique du Nord,27437
1498,2017,Femme,38,35-44,1979,Ouvriers,Corse,CAP ou BEP,Amérique et Océanie,29074
1499,2017,Femme,34,25-34,1983,Cadres et professions intellectuelles supérieures,Corse,Bac+5 (Master),Afrique Subsaharienne,24473
1500,2017,Homme,38,35-44,1979,Sans activité professionnelle,Hauts-de-France,Bac+3 (Licence),Europe,29520
1501,2018,Homme,82,65+,1936,Retraités,Nouvelle-Aquitaine,Bac+8 et plus (Doctorat),DOM-TOM,29664
1502,2018,Homme,26,25-34,1992,Employés,Bretagne,Bac+5 (Master),DOM-TOM,37364
1503,2018,Homme,79,65+,1939,Agriculteurs exploitants,Auvergne-Rhône-Alpes,Sans diplôme,Afrique Subsaharienne,35451
1504,2018,Femme,21,18-24,1997,Sans activité professionnelle,Auvergne-Rhône-Alpes,CAP ou BEP,Asie,25911
1505,2018,Femme,24,18-24,1994,"Artisans, commerçants, chefs d'entreprise",Provence-Alpes-Côte d'Azur,Brevet des collèges,Amérique et Océanie,28309
1506,2018,Femme,65,65+,1953,Retraités,Nouvelle-Aquitaine,Sans diplôme,Afrique Subsaharienne,32311
1507,2018,Femme,55,55-65,1963,Ouvriers,Auvergne-Rhône-Alpes,Brevet des collèges,DOM-TOM,26197
1508,2018,Femme,83,65+,1935,Sans activité professionnelle,Centre-Val de Loire,Baccalauréat,France métropolitaine,27275
1509,2018,Femme,42,35-44,1976,Professions intermédiaires,Auvergne-Rhône-Alpes,"Bac+2 (DUT, BTS)",DOM-TOM,24072
1510,2018,Homme,34,25-34,1984,"Artisans, commerçants, chefs d'entreprise",Auvergne-Rhône-Alpes,Sans diplôme,Asie,28356
1511,2018,Homme,47,45-54,1971,Cadres et professions intellectuelles supérieures,Île-de-France,Brevet des collèges,Asie,28925
1512,2018,Femme,77,65+,1941,Cadres et professions intellectuelles supérieures,Normandie,Sans diplôme,Europe,28171
1513,2018,Homme,19,18-24,1999,Professions intermédiaires,Corse,Bac+8 et plus (Doctorat),Afrique Subsaharienne,30057
1514,2018,Femme,50,45-54,1968,Ouvriers,Provence-Alpes-Côte d'Azur,Sans diplôme,Afrique Subsaharienne,25227
1515,2018,Femme,44,35-44,1974,Professions intermédiaires,Pays de la Loire,Bac+8 et plus (Doctorat),DOM-TOM,32581
1516,2018,Homme,27,25-34,1991,Retraités,DOM-TOM,Sans diplôme,France métropolitaine,33073
1517,2018,Femme,44,35-44,1974,"Artisans, commerçants, chefs d'entreprise",Nouvelle-Aquitaine,Bac+5 (Master),Asie,30900
1518,2018,Femme,43,35-44,1975,Ouvriers,Bretagne,CAP ou BEP,Afrique Subsaharienne,25676
1519,2018,Homme,66,65+,1952,Retraités,Pays de la Loire,Bac+5 (Master),Amérique et Océanie,28928
1520,2018,Femme,82,65+,1936,Retraités,Occitanie,Brevet des collèges,Afrique du Nord,27448
1521,2018,Femme,53,45-54,1965,Professions intermédiaires,Corse,Bac+3 (Licence),Europe,30651
1522,2018,Homme,80,65+,1938,Retraités,Grand Est,Brevet des collèges,Afrique du Nord,30067
1523,2018,Homme,57,55-65,1961,"Artisans, commerçants, chefs d'entreprise",Grand Est,Sans diplôme,Europe,37836
1524,2018,Homme,80,65+,1938,Cadres et professions intellectuelles supérieures,Auvergne-Rhône-Alpes,Baccalauréat,Afrique Subsaharienne,31881
1525,2018,Homme,70,65+,1948,Agriculteurs exploitants,Occitanie,Brevet des collèges,Europe,31072
1526,2018,Femme,46,45-54,1972,Employés,Bourgogne-Franche-Comté,Sans diplôme,Asie,26314
1527,2018,Femme,18,18-24,2000,Sans activité professionnelle,Grand Est,Brevet des collèges,Amérique et Océanie,27400
1528,2018,Homme,22,18-24,1996,"Artisans, commerçants, chefs d'entreprise",Corse,Bac+5 (Master),Amérique et Océanie,39054
1529,2018,Homme,50,45-54,1968,Employés,Bourgogne-Franche-Comté,Bac+5 (Master),Afrique Subsaharienne,33153
1530,2018,Femme,68,65+,1950,Sans activité professionnelle,Corse,Bac+5 (Master),Afrique du Nord,26106
1531,2018,Femme,36,35-44,1982,Professions intermédiaires,Bourgogne-Franche-Comté,Bac+5 (Master),Afrique du Nord,25758
1532,2018,Homme,30,25-34,1988,Cadres et professions intellectuelles supérieures,Île-de-France,Sans diplôme,Asie,31891
1533,2018,Homme,19,18-24,1999,"Artisans, commerçants, chefs d'entreprise",Grand Est,Bac+5 (Master),Europe,41684
1534,2018,Femme,28,25-34,1990,"Artisans, commerçants, chefs d'entreprise",Bourgogne-Franche-Comté,Sans diplôme,Europe,29638
1535,2018,Femme,40,35-44,1978,Professions intermédiaires,Grand Est,Bac+8 et plus (Doctorat),Amérique et Océanie,31623
1536,2018,Homme,22,18-24,1996,Employés,Occitanie,"Bac+2 (DUT, BTS)",DOM-TOM,32884
1537,2018,Femme,75,65+,1943,Sans activité professionnelle,Bretagne,Brevet des collèges,Afrique Subsaharienne,29610
1538,2018,Homme,64,55-65,1954,Cadres et professions intellectuelles supérieures,Auvergne-Rhône-Alpes,"Bac+2 (DUT, BTS)",Europe,36137
1539,2018,Femme,49,45-54,1969,Sans activité professionnelle,Bretagne,Bac+5 (Master),Afrique Subsaharienne,33340
1540,2018,Homme,49,45-54,1969,Ouvriers,Auvergne-Rhône-Alpes,Bac+8 et plus (Doctorat),Europe,31077
1541,2018,Femme,33,25-34,1985,Sans activité professionnelle,Grand Est,CAP ou BEP,Asie,28823
1542,2018,Homme,18,18-24,2000,Professions intermédiaires,Auvergne-Rhône-Alpes,"Bac+2 (DUT, BTS)",Afrique du Nord,38989
1543,2018,Femme,29,25-34,1989,Agriculteurs exploitants,Hauts-de-France,Brevet des collèges,Afrique Subsaharienne,30232
1544,2018,Femme,28,25-34,1990,Sans activité professionnelle,Hauts-de-France,Sans diplôme,Amérique et Océanie,30304
1545,2018,Homme,74,65+,1944,Retraités,Provence-Alpes-Côte d'Azur,Bac+8 et plus (Doctorat),DOM-TOM,31762
1546,2018,Femme,49,45-54,1969,Sans activité professionnelle,Corse,Sans diplôme,France métropolitaine,24998
1547,2018,Femme,24,18-24,1994,Sans activité professionnelle,Occitanie,Brevet des collèges,Afrique du Nord,34459
1548,2018,Femme,73,65+,1945,Agriculteurs exploitants,Hauts-de-France,Bac+3 (Licence),Afrique du Nord,34724
1549,2018,Femme,25,25-34,1993,Retraités,Bourgogne-Franche-Comté,"Bac+2 (DUT, BTS)",Europe,29416
1550,2018,Femme,51,45-54,1967,Agriculteurs exploitants,Grand Est,"Bac+2 (DUT, BTS)",Afrique du Nord,25934
1551,2018,Femme,33,25-34,1985,Retraités,Auvergne-Rhône-Alpes,Baccalauréat,Amérique et Océanie,34269
1552,2018,Homme,76,65+,1942,Retraités,Nouvelle-Aquitaine,Bac+3 (Licence),Asie,36744
1553,2018,Femme,64,55-65,1954,Professions intermédiaires,Bretagne,Bac+3 (Licence),DOM-TOM,31980
1554,2018,Homme,66,65+,1952,Cadres et professions intellectuelles supérieures,Centre-Val de Loire,Bac+3 (Licence),Afrique du Nord,31031
1555,2018,Homme,75,65+,1943,Employés,Bourgogne-Franche-Comté,Brevet des collèges,Amérique et Océanie,29176
1556,2018,Homme,65,65+,1953,Agriculteurs exploitants,Provence-Alpes-Côte d'Azur,Baccalauréat,Europe,35856
1557,2018,Femme,25,25-34,1993,"Artisans, commerçants, chefs d'entreprise",Bourgogne-Franche-Comté,CAP ou BEP,Afrique Subsaharienne,26593
1558,2018,Femme,63,55-65,1955,Retraités,Occitanie,"Bac+2 (DUT, BTS)",Europe,26669
1559,2018,Femme,70,65+,1948,Sans activité professionnelle,Bourgogne-Franche-Comté,Bac+5 (Master),DOM-TOM,23228
1560,2018,Homme,74,65+,1944,Agriculteurs exploitants,Pays de la Loire,Bac+8 et plus (Doctorat),Amérique et Océanie,37172
1561,2018,Homme,56,55-65,1962,Agriculteurs exploitants,DOM-TOM,Bac+5 (Master),Asie,30384
1562,2018,Homme,69,65+,1949,Sans activité professionnelle,Grand Est,Sans diplôme,DOM-TOM,40956
1563,2018,Femme,38,35-44,1980,Retraités,Normandie,CAP ou BEP,Europe,34424
1564,2018,Femme,56,55-65,1962,Retraités,Nouvelle-Aquitaine,CAP ou BEP,France métropolitaine,24182
1565,2018,Femme,33,25-34,1985,Cadres et professions intellectuelles supérieures,Île-de-France,Baccalauréat,Afrique Subsaharienne,28894
1566,2018,Femme,30,25-34,1988,"Artisans, commerçants, chefs d'entreprise",Nouvelle-Aquitaine,Baccalauréat,Europe,30901
1567,2018,Femme,38,35-44,1980,Sans activité professionnelle,Pays de la Loire,Sans diplôme,Amérique et Océanie,26582
1568,2018,Homme,23,18-24,1995,Cadres et professions intellectuelles supérieures,DOM-TOM,CAP ou BEP,Europe,39390
1569,2018,Homme,69,65+,1949,"Artisans, commerçants, chefs d'entreprise",Centre-Val de Loire,Baccalauréat,Europe,29822
1570,2018,Homme,19,18-24,1999,Sans activité professionnelle,Auvergne-Rhône-Alpes,Bac+3 (Licence),DOM-TOM,37488
1571,2018,Femme,53,45-54,1965,"Artisans, commerçants, chefs d'entreprise",Grand Est,Brevet des collèges,Europe,30345
1572,2018,Femme,69,65+,1949,Professions intermédiaires,Normandie,"Bac+2 (DUT, BTS)",Afrique du Nord,32865
1573,2018,Homme,20,18-24,1998,Ouvriers,Île-de-France,Sans diplôme,DOM-TOM,29279
1574,2018,Femme,60,55-65,1958,Employés,Île-de-France,Baccalauréat,Amérique et Océanie,25567
1575,2018,Homme,51,45-54,1967,Retraités,Bourgogne-Franche-Comté,Brevet des collèges,Amérique et Océanie,41819
1576,2018,Femme,18,18-24,2000,Employés,DOM-TOM,Baccalauréat,France métropolitaine,29925
1577,2018,Homme,75,65+,1943,Professions intermédiaires,DOM-TOM,Bac+3 (Licence),Afrique Subsaharienne,29278
1578,2018,Femme,33,25-34,1985,Sans activité professionnelle,Hauts-de-France,Baccalauréat,DOM-TOM,32648
1579,2018,Homme,53,45-54,1965,Retraités,Bretagne,Bac+8 et plus (Doctorat),Afrique Subsaharienne,30876
1580,2018,Homme,67,65+,1951,Sans activité professionnelle,Pays de la Loire,Bac+5 (Master),France métropolitaine,29191
1581,2018,Homme,40,35-44,1978,Ouvriers,Grand Est,Baccalauréat,France métropolitaine,28093
1582,2018,Femme,45,45-54,1973,Cadres et professions intellectuelles supérieures,Auvergne-Rhône-Alpes,Brevet des collèges,Afrique Subsaharienne,33643
1583,2018,Femme,18,18-24,2000,"Artisans, commerçants, chefs d'entreprise",Normandie,CAP ou BEP,DOM-TOM,30901
1584,2018,Homme,53,45-54,1965,Cadres et professions intellectuelles supérieures,Bretagne,Bac+8 et plus (Doctorat),Afrique du Nord,40220
1585,2018,Femme,47,45-54,1971,Employés,Île-de-France,Baccalauréat,Afrique Subsaharienne,31782
1586,2018,Femme,34,25-34,1984,"Artisans, commerçants, chefs d'entreprise",Nouvelle-Aquitaine,Bac+8 et plus (Doctorat),Asie,24816
1587,2018,Femme,61,55-65,1957,"Artisans, commerçants, chefs d'entreprise",Bourgogne-Franche-Comté,Bac+5 (Master),Asie,24919
1588,2018,Femme,41,35-44,1977,Retraités,Corse,CAP ou BEP,Asie,31417
1589,2018,Femme,23,18-24,1995,Cadres et professions intellectuelles supérieures,Pays de la Loire,Brevet des collèges,Asie,26837
1590,2018,Homme,30,25-34,1988,Sans activité professionnelle,Pays de la Loire,"Bac+2 (DUT, BTS)",Afrique du Nord,38064
1591,2018,Homme,21,18-24,1997,Ouvriers,Nouvelle-Aquitaine,CAP ou BEP,France métropolitaine,35958
1592,2018,Femme,67,65+,1951,Employés,Corse,"Bac+2 (DUT, BTS)",DOM-TOM,26639
1593,2018,Homme,18,18-24,2000,"Artisans, commerçants, chefs d'entreprise",Normandie,Brevet des collèges,Amérique et Océanie,38190
1594,2018,Homme,56,55-65,1962,Ouvriers,Auvergne-Rhône-Alpes,"Bac+2 (DUT, BTS)",France métropolitaine,32369
1595,2018,Homme,83,65+,1935,Agriculteurs exploitants,Corse,Bac+3 (Licence),Afrique du Nord,33860
1596,2018,Homme,33,25-34,1985,Sans activité professionnelle,Corse,Sans diplôme,France métropolitaine,41042
1597,2018,Homme,30,25-34,1988,Ouvriers,Occitanie,Baccalauréat,Asie,41171
1598,2018,Femme,43,35-44,1975,Ouvriers,Grand Est,Brevet des collèges,Afrique du Nord,26570
1599,2018,Femme,78,65+,1940,Ouvriers,Occitanie,CAP ou BEP,Asie,26588
1600,2018,Femme,74,65+,1944,Professions intermédiaires,Provence-Alpes-Côte d'Azur,"Bac+2 (DUT, BTS)",Afrique du Nord,27300
1601,2018,Homme,24,18-24,1994,Agriculteurs exploitants,Pays de la Loire,Brevet des collèges,France métropolitaine,35394
1602,2018,Femme,62,55-65,1956,"Artisans, commerçants, chefs d'entreprise",Centre-Val de Loire,Bac+8 et plus (Doctorat),Asie,25609
1603,2018,Homme,22,18-24,1996,Ouvriers,Auvergne-Rhône-Alpes,Brevet des collèges,DOM-TOM,39266
1604,2018,Femme,53,45-54,1965,Ouvriers,Hauts-de-France,Bac+5 (Master),Europe,28238
1605,2018,Femme,73,65+,1945,Retraités,Pays de la Loire,CAP ou BEP,DOM-TOM,33928
1606,2018,Femme,43,35-44,1975,Retraités,Pays de la Loire,Sans diplôme,Amérique et Océanie,31997
1607,2018,Femme,71,65+,1947,Agriculteurs exploitants,Hauts-de-France,Brevet des collèges,Asie,23943
1608,2018,Femme,67,65+,1951,Professions intermédiaires,Hauts-de-France,Bac+3 (Licence),Afrique Subsaharienne,27657
1609,2018,Femme,73,65+,1945,Sans activité professionnelle,Corse,Bac+3 (Licence),Europe,29156
1610,2018,Femme,57,55-65,1961,Ouvriers,Nouvelle-Aquitaine,Sans diplôme,DOM-TOM,27108
1611,2018,Femme,58,55-65,1960,Sans activité professionnelle,Pays de la Loire,Baccalauréat,France métropolitaine,28427
1612,2018,Femme,32,25-34,1986,Professions intermédiaires,Bretagne,"Bac+2 (DUT, BTS)",Europe,24904
1613,2018,Homme,21,18-24,1997,Agriculteurs exploitants,Auvergne-Rhône-Alpes,"Bac+2 (DUT, BTS)",DOM-TOM,30740
1614,2018,Femme,68,65+,1950,Cadres et professions intellectuelles supérieures,Occitanie,CAP ou BEP,Afrique Subsaharienne,32410
1615,2018,Femme,33,25-34,1985,Cadres et professions intellectuelles supérieures,Centre-Val de Loire,"Bac+2 (DUT, BTS)",Asie,23942
1616,2018,Femme,80,65+,1938,Retraités,Île-de-France,Bac+5 (Master),DOM-TOM,28987
1617,2018,Femme,65,65+,1953,Ouvriers,Provence-Alpes-Côte d'Azur,Baccalauréat,Europe,34107
1618,2018,Homme,36,35-44,1982,Professions intermédiaires,Grand Est,CAP ou BEP,France métropolitaine,29064
1619,2018,Homme,82,65+,1936,Ouvriers,Nouvelle-Aquitaine,Bac+5 (Master),Afrique du Nord,41687
1620,2018,Femme,75,65+,1943,Employés,Normandie,Bac+5 (Master),Europe,25649
1621,2018,Femme,46,45-54,1972,Agriculteurs exploitants,Corse,CAP ou BEP,Asie,23228
1622,2018,Homme,24,18-24,1994,Cadres et professions intellectuelles supérieures,Nouvelle-Aquitaine,Baccalauréat,Afrique Subsaharienne,38014
1623,2018,Homme,79,65+,1939,Agriculteurs exploitants,DOM-TOM,Baccalauréat,Asie,34000
1624,2018,Femme,70,65+,1948,Sans activité professionnelle,Provence-Alpes-Côte d'Azur,Sans diplôme,DOM-TOM,29205
1625,2018,Homme,76,65+,1942,Retraités,Provence-Alpes-Côte d'Azur,Bac+5 (Master),Asie,38464
1626,2018,Femme,62,55-65,1956,Ouvriers,Île-de-France,Bac+5 (Master),Amérique et Océanie,27102
1627,2018,Homme,41,35-44,1977,Sans activité professionnelle,Hauts-de-France,"Bac+2 (DUT, BTS)",Europe,41223
1628,2018,Femme,63,55-65,1955,Ouvriers,Centre-Val de Loire,Baccalauréat,Afrique du Nord,30998
1629,2018,Femme,66,65+,1952,Sans activité professionnelle,Pays de la Loire,Baccalauréat,DOM-TOM,34591
1630,2018,Homme,56,55-65,1962,Ouvriers,Centre-Val de Loire,CAP ou BEP,France métropolitaine,36028
1631,2018,Femme,56,55-65,1962,Retraités,Corse,Baccalauréat,Europe,24177
1632,2018,Homme,54,45-54,1964,Agriculteurs exploitants,Île-de-France,"Bac+2 (DUT, BTS)",DOM-TOM,38338
1633,2018,Femme,84,65+,1934,Professions intermédiaires,Bourgogne-Franche-Comté,Sans diplôme,Europe,28378
1634,2018,Homme,39,35-44,1979,Agriculteurs exploitants,Occitanie,"Bac+2 (DUT, BTS)",Afrique Subsaharienne,39028
1635,2018,Femme,58,55-65,1960,Agriculteurs exploitants,Pays de la Loire,Sans diplôme,Asie,24722
1636,2018,Femme,26,25-34,1992,Retraités,Normandie,"Bac+2 (DUT, BTS)",Asie,34501
1637,2018,Homme,35,35-44,1983,Employés,Hauts-de-France,Bac+5 (Master),France métropolitaine,31947
1638,2018,Femme,48,45-54,1970,Sans activité professionnelle,Normandie,Baccalauréat,France métropolitaine,23235
1639,2018,Homme,27,25-34,1991,Agriculteurs exploitants,Occitanie,Bac+5 (Master),Europe,32348
1640,2018,Femme,74,65+,1944,"Artisans, commerçants, chefs d'entreprise",Grand Est,"Bac+2 (DUT, BTS)",Asie,29978
1641,2018,Homme,45,45-54,1973,Retraités,DOM-TOM,Bac+3 (Licence),Afrique Subsaharienne,39373
1642,2018,Femme,73,65+,1945,Cadres et professions intellectuelles supérieures,Normandie,CAP ou BEP,Afrique du Nord,32274
1643,2018,Femme,76,65+,1942,Employés,Bretagne,Brevet des collèges,Amérique et Océanie,33009
1644,2018,Femme,18,18-24,2000,Ouvriers,DOM-TOM,Bac+5 (Master),France métropolitaine,29749
1645,2018,Homme,29,25-34,1989,"Artisans, commerçants, chefs d'entreprise",Corse,Bac+8 et plus (Doctorat),Europe,30161
1646,2018,Femme,20,18-24,1998,Agriculteurs exploitants,Auvergne-Rhône-Alpes,Bac+3 (Licence),Afrique Subsaharienne,28318
1647,2018,Homme,59,55-65,1959,Professions intermédiaires,Occitanie,Bac+5 (Master),Afrique Subsaharienne,39416
1648,2018,Homme,33,25-34,1985,Cadres et professions intellectuelles supérieures,Pays de la Loire,CAP ou BEP,Amérique et Océanie,35060
1649,2018,Homme,25,25-34,1993,Ouvriers,Occitanie,Bac+3 (Licence),DOM-TOM,34644
1650,2018,Homme,50,45-54,1968,Retraités,DOM-TOM,Sans diplôme,France métropolitaine,31820
1651,2018,Homme,82,65+,1936,Cadres et professions intellectuelles supérieures,Hauts-de-France,Bac+3 (Licence),Europe,38609
1652,2018,Homme,73,65+,1945,Employés,Nouvelle-Aquitaine,Sans diplôme,Europe,36308
1653,2018,Femme,82,65+,1936,Agriculteurs exploitants,Grand Est,"Bac+2 (DUT, BTS)",France métropolitaine,24052
1654,2018,Homme,77,65+,1941,"Artisans, commerçants, chefs d'entreprise",Pays de la Loire,Bac+3 (Licence),Europe,31602
1655,2018,Homme,45,45-54,1973,Retraités,Grand Est,Bac+8 et plus (Doctorat),France métropolitaine,30223
1656,2018,Femme,54,45-54,1964,Agriculteurs exploitants,Île-de-France,Brevet des collèges,Europe,24347
1657,2018,Homme,56,55-65,1962,Cadres et professions intellectuelles supérieures,Centre-Val de Loire,Bac+5 (Master),Asie,28638
1658,2018,Homme,84,65+,1934,Employés,Île-de-France,Baccalauréat,DOM-TOM,32361
1659,2018,Homme,44,35-44,1974,Agriculteurs exploitants,Grand Est,Bac+3 (Licence),Asie,28723
1660,2018,Femme,62,55-65,1956,Employés,Centre-Val de Loire,Bac+3 (Licence),Afrique du Nord,30774
1661,2018,Homme,74,65+,1944,Sans activité professionnelle,Provence-Alpes-Côte d'Azur,Sans diplôme,DOM-TOM,28154
1662,2018,Femme,47,45-54,1971,Retraités,Auvergne-Rhône-Alpes,Sans diplôme,Europe,27035
1663,2018,Homme,39,35-44,1979,Ouvriers,Nouvelle-Aquitaine,CAP ou BEP,France métropolitaine,28886
1664,2018,Homme,84,65+,1934,Sans activité professionnelle,Hauts-de-France,Bac+5 (Master),Afrique du Nord,36401
1665,2018,Homme,82,65+,1936,Retraités,Normandie,Baccalauréat,Europe,41653
1666,2018,Femme,60,55-65,1958,Agriculteurs exploitants,Grand Est,Sans diplôme,Europe,23329
1667,2018,Homme,25,25-34,1993,Agriculteurs exploitants,Île-de-France,Bac+5 (Master),Asie,38036
1668,2018,Femme,52,45-54,1966,Professions intermédiaires,Grand Est,Bac+8 et plus (Doctorat),Afrique du Nord,26972
1669,2018,Homme,21,18-24,1997,Agriculteurs exploitants,Île-de-France,Bac+8 et plus (Doctorat),Afrique du Nord,32144
1670,2018,Femme,62,55-65,1956,"Artisans, commerçants, chefs d'entreprise",Auvergne-Rhône-Alpes,CAP ou BEP,Amérique et Océanie,24768
1671,2018,Homme,35,35-44,1983,Employés,Île-de-France,Bac+5 (Master),France métropolitaine,39124
1672,2018,Homme,43,35-44,1975,Retraités,Hauts-de-France,Brevet des collèges,Asie,33469
1673,2018,Femme,32,25-34,1986,Ouvriers,Hauts-de-France,Bac+3 (Licence),France métropolitaine,27432
1674,2018,Femme,28,25-34,1990,Agriculteurs exploitants,Normandie,"Bac+2 (DUT, BTS)",France métropolitaine,30465
1675,2018,Homme,81,65+,1937,Professions intermédiaires,Provence-Alpes-Côte d'Azur,"Bac+2 (DUT, BTS)",Europe,40036
1676,2018,Homme,61,55-65,1957,Sans activité professionnelle,DOM-TOM,CAP ou BEP,Amérique et Océanie,40985
1677,2018,Homme,72,65+,1946,Professions intermédiaires,Grand Est,Bac+8 et plus (Doctorat),Afrique Subsaharienne,36932
1678,2018,Homme,65,65+,1953,Professions intermédiaires,Bourgogne-Franche-Comté,Bac+5 (Master),Amérique et Océanie,40918
1679,2018,Homme,47,45-54,1971,"Artisans, commerçants, chefs d'entreprise",Bretagne,Bac+3 (Licence),Afrique Subsaharienne,29888
1680,2018,Femme,37,35-44,1981,Cadres et professions intellectuelles supérieures,Bourgogne-Franche-Comté,Sans diplôme,France métropolitaine,23805
1681,2018,Homme,35,35-44,1983,Agriculteurs exploitants,Occitanie,Sans diplôme,Afrique du Nord,34568
1682,2018,Femme,55,55-65,1963,"Artisans, commerçants, chefs d'entreprise",Auvergne-Rhône-Alpes,Sans diplôme,Europe,26682
1683,2018,Homme,82,65+,1936,Sans activité professionnelle,Hauts-de-France,Bac+3 (Licence),Amérique et Océanie,38667
1684,2018,Femme,71,65+,1947,Professions intermédiaires,Pays de la Loire,Brevet des collèges,Asie,34261
1685,2018,Femme,41,35-44,1977,Sans activité professionnelle,Bretagne,Bac+8 et plus (Doctorat),Afrique du Nord,32739
1686,2018,Homme,65,65+,1953,Professions intermédiaires,Nouvelle-Aquitaine,Bac+3 (Licence),Europe,40565
1687,2018,Femme,20,18-24,1998,Sans activité professionnelle,Île-de-France,"Bac+2 (DUT, BTS)",DOM-TOM,28826
1688,2018,Homme,45,45-54,1973,Employés,Corse,Bac+5 (Master),Amérique et Océanie,29330
1689,2018,Femme,72,65+,1946,"Artisans, commerçants, chefs d'entreprise",Centre-Val de Loire,Bac+8 et plus (Doctorat),Asie,28225
1690,2018,Homme,27,25-34,1991,Professions intermédiaires,Auvergne-Rhône-Alpes,"Bac+2 (DUT, BTS)",Amérique et Océanie,32040
1691,2018,Femme,29,25-34,1989,Professions intermédiaires,Provence-Alpes-Côte d'Azur,Bac+5 (Master),DOM-TOM,33427
1692,2018,Homme,44,35-44,1974,Retraités,Hauts-de-France,Bac+3 (Licence),Afrique du Nord,36420
1693,2018,Femme,37,35-44,1981,Professions intermédiaires,Bretagne,"Bac+2 (DUT, BTS)",DOM-TOM,30675
1694,2018,Femme,57,55-65,1961,Employés,Centre-Val de Loire,CAP ou BEP,Asie,32684
1695,2018,Homme,65,65+,1953,Cadres et professions intellectuelles supérieures,Bourgogne-Franche-Comté,"Bac+2 (DUT, BTS)",Amérique et Océanie,30594
1696,2018,Femme,66,65+,1952,Ouvriers,Bretagne,CAP ou BEP,Afrique du Nord,32522
1697,2018,Homme,29,25-34,1989,Retraités,Hauts-de-France,Sans diplôme,Afrique du Nord,32356
1698,2018,Femme,69,65+,1949,Ouvriers,Grand Est,Brevet des collèges,Amérique et Océanie,29237
1699,2018,Homme,59,55-65,1959,Retraités,DOM-TOM,Brevet des collèges,DOM-TOM,41504
1700,2018,Homme,33,25-34,1985,Cadres et professions intellectuelles supérieures,Normandie,Bac+3 (Licence),Afrique du Nord,28316
1701,2018,Homme,81,65+,1937,Agriculteurs exploitants,Normandie,Brevet des collèges,Asie,38371
1702,2018,Homme,23,18-24,1995,Retraités,Île-de-France,Bac+8 et plus (Doctorat),DOM-TOM,29271
1703,2018,Femme,29,25-34,1989,Ouvriers,Normandie,Sans diplôme,Europe,30196
1704,2018,Homme,40,35-44,1978,Employés,Bourgogne-Franche-Comté,Sans diplôme,DOM-TOM,34918
1705,2018,Femme,80,65+,1938,Professions intermédiaires,Hauts-de-France,CAP ou BEP,DOM-TOM,25435
1706,2018,Homme,60,55-65,1958,Cadres et professions intellectuelles supérieures,Bourgogne-Franche-Comté,Bac+8 et plus (Doctorat),DOM-TOM,41850
1707,2018,Femme,26,25-34,1992,Professions intermédiaires,Corse,Brevet des collèges,France métropolitaine,34562
1708,2018,Femme,60,55-65,1958,Cadres et professions intellectuelles supérieures,Île-de-France,Baccalauréat,Asie,30284
1709,2018,Femme,63,55-65,1955,Agriculteurs exploitants,Centre-Val de Loire,Bac+3 (Licence),France métropolitaine,31359
1710,2018,Homme,65,65+,1953,Retraités,Grand Est,Bac+3 (Licence),Afrique du Nord,35350
1711,2018,Homme,67,65+,1951,Cadres et professions intellectuelles supérieures,Provence-Alpes-Côte d'Azur,Sans diplôme,Afrique du Nord,40265
1712,2018,Femme,46,45-54,1972,Employés,DOM-TOM,Sans diplôme,Europe,30378
1713,2018,Femme,78,65+,1940,Ouvriers,Nouvelle-Aquitaine,Bac+8 et plus (Doctorat),Amérique et Océanie,33539
1714,2018,Femme,28,25-34,1990,Agriculteurs exploitants,Nouvelle-Aquitaine,"Bac+2 (DUT, BTS)",Afrique du Nord,29662
1715,2018,Femme,65,65+,1953,Professions intermédiaires,Normandie,Bac+8 et plus (Doctorat),France métropolitaine,32337
1716,2018,Homme,33,25-34,1985,Retraités,Bretagne,Bac+3 (Licence),Europe,42103
1717,2018,Femme,67,65+,1951,Retraités,Bourgogne-Franche-Comté,Bac+5 (Master),Afrique Subsaharienne,24811
1718,2018,Homme,64,55-65,1954,"Artisans, commerçants, chefs d'entreprise",Centre-Val de Loire,Brevet des collèges,Afrique Subsaharienne,29974
1719,2018,Femme,26,25-34,1992,Agriculteurs exploitants,Corse,CAP ou BEP,Afrique du Nord,27283
1720,2018,Homme,84,65+,1934,Cadres et professions intellectuelles supérieures,Bourgogne-Franche-Comté,Bac+5 (Master),DOM-TOM,34611
1721,2018,Femme,61,55-65,1957,"Artisans, commerçants, chefs d'entreprise",Corse,Sans diplôme,France métropolitaine,29239
